id,siret,date_publi,date_disso,nom_asso,nom_asso_abrege,objet_social1,objet_social2,adresse,codepostal,commune,siteweb,autorisation_web,etat
W372003670,,1920-05-19,,ASS AMICALE DES POILUS DE SAINT-PATERNE,ASS AMICALE DES POILUS DE SAINT-PAT...,038105,000000,Mairie      ,37370,Saint-Paterne-Racan,,0,A
W372003671,,1983-10-01,,GYM TONIC SAINT-ROCH,GYM TONIC SAINT-ROCH,011105,000000,8  RUE de l'Orée du Bois  ,37390,Saint-Roch,,0,A
W372003672,,1920-10-03,,GROUPE SPORTIF DE SAINT-PATERNE SAINT-CHRISTOPHE,GROUPE SPORTIF DE SAINT-PATERNE SAI...,011075,011105,Mairie      ,37370,Saint-Paterne-Racan,,0,A
W372003673,,1978-03-22,2013-05-16,ASSOCIATION PETANQUE DE SAINT-PATERNE-RACAN,ASSOCIATION PETANQUE DE SAINT-PATER...,011035,000000,30  RUE de la gare  ,37370,Saint-Paterne-Racan,,0,D
W372003674,,1926-01-08,,MUSIQUE MUNICIPALE DE SAINT-PATERNE,MUSIQUE MUNICIPALE DE SAINT-PATERNE,006030,000000,Mairie      ,37370,Saint-Paterne-Racan,,0,A
W372003675,,1991-01-09,,AMITIE MUSULMANE - INDEPENDANCE ET SOLIDARITE - (A.M.I.S.),AMITIE MUSULMANE - INDEPENDANCE ET ...,040000,040000,2  RUE Paul Sabatier  ,37300,Joué-lès-Tours,,0,A
W372003676,,1945-07-19,,FAMILLES RURALES RACAN,FAMILLES RURALES RACAN,019005,019000,34  RUE de la Gare  ,37370,Saint-Paterne-Racan,,0,A
W372003677,,1983-06-15,,"COMITE LOCAL DE CHATEAU-RENAULT DE LA FEDERATION NATIONALE DES ANCIENS COMBATTANTS EN ALGERIE, MAROC ET TUNISIE (F.N.A.C.A.)",COMITE LOCAL DE CHATEAU-RENAULT DE ...,038105,000000, ,37110,Château-Renault,,0,A
W372003678,,1984-01-17,,ASSOCIATION DES PROFESSEURS D'ITALIEN DE L'ACADEMIE D'ORLEANS-TOURS (APIAOT),APIAOT,015075,015087, Residence Front de Loire,37000,Tours,,0,A
W372003679,,1998-01-17,,ASSOCIATION DES PARENTS D'ELEVES DE SAINT GENOUPH,A.P.E.,015000,000000,23  RUE du bourg  ,37510,Saint-Genouph,,0,A
W372003680,,1980-03-22,2023-01-30,ASSOCIATION DES PERSONNELS DE L'AIDE MEDICALE URGENTE D'INDRE-ET-LOIRE,ASSOCIATION DES PERSONNELS DE L'AI...,014030,017145, Centre Hospitalier Trousseau - S.A.M.,37170,Chambray-lès-Tours,,0,D
W372003681,,1949-05-21,2008-02-22,AMICALE DES ANCIENS COMBATTANTS ET MOBILISES DE LA GUERRE 1939-1945,AMICALE DES ANCIENS COMBATTANTS ET ...,038105,000000,Mairie      ,37370,Saint-Paterne-Racan,,0,D
W372003682,,1951-01-10,,SYNDICAT PARAGRELE DE SAINT-PATERNE-RACAN - SAINT-CHRISTOPHE-SUR-LE-NAIS,SYNDICAT PARAGRELE DE SAINT-PATERNE...,024035,000000,Mairie      rue de la Gare,37370,Saint-Paterne-Racan,,0,A
W372003683,,1961-10-10,,LES JOYEUX DE L'ESCOTAIS,LES JOYEUX DE L'ESCOTAIS,011105,007000,Mairie 30  RUE de la Gare ,37370,Saint-Paterne-Racan,,0,A
W372003684,,1967-05-18,,COMITE DES FETES DE SAINT-PATERNE-RACAN,COMITE DES FETES DE SAINT-PATERNE-RACA,009030,000000,Mairie      ,37370,Saint-Paterne-Racan,,0,A
W372003685,,1977-03-25,,ASSOCIATION DE SOINS ET SERVICES A DOMICILE DE SAINT-PATERNE-RACAN - NEUILLE-PONT-PIERRE,ASSOCIATION DE SOINS ET SERVICES A ...,019000,000000,30  RUE de la Gare  ,37370,Saint-Paterne-Racan,,0,A
W372003686,,1978-03-01,,ASSOCIATION DES AMIS DE LA VALLEE DE L'ESCOTAIS,ASSOCIATION DES AMIS DE LA VALLEE D...,009025,010020,Auberge de l'Escotais      ,37370,Saint-Paterne-Racan,,0,A
W372003687,,1984-01-31,2019-05-18,TENNIS CLUB DE SAINT-PATERNE-RACAN,TENNIS CLUB DE SAINT-PATERNE-RACAN,011165,000000,Mairie      ,37370,Saint-Paterne-Racan,,0,D
W372003688,,,,D'ECOL'ONS ENSEMBLE,D'ECOL'ONS ENSEMBLE,050000,021000,30  RUE Georges Bieret  ,37360,Beaumont-la-Ronce,,0,A
W372003689,,1987-07-01,,UNION SPORTIVE DE L'ENSEIGNEMENT DU PREMIER DEGRE DE L'ECOLE MATERNELLE PUBLIQUE DE ST PATERNE RACAN,UNION SPORTIVE DE L'ENSEIGNEMENT D...,011010,000000,13  RUE Anatole France  Ecole maternelle publique,37370,Saint-Paterne-Racan,,0,A
W372003690,,1987-10-07,,RALLAYE VA TOUT,RALLAYE VA TOUT,013005,000000,Le Breuil      ,37370,Saint-Paterne-Racan,,0,A
W372003691,,1989-08-16,2017-11-17,LA CHAUMIERE,LA CHAUMIERE,019010,007080,  LD Bellevue  ,37370,Saint-Paterne-Racan,,0,D
W372003692,,1989-12-06,,LES ENFANTS DU PARADIS,LES ENFANTS DU PARADIS,006070,000000,43  RUE Marcel Semblat  ,37000,Tours,,0,A
W372003693,,1992-09-30,,ATELIER STUDIO DU FIEF,ATELIER STUDIO DU FIEF,006030,000000,"""Fief L'Abbé      ",37370,Saint-Paterne-Racan,,0,A
W372003694,,1992-10-28,,ASSOCIATION ST PATERNOISE BENEVOLES,ASSOCIATION ST PATERNOISE BENEVOLES,007000,000000,Mairie      30 rue de la gare,37370,Saint-Paterne-Racan,,0,A
W372003695,,1994-06-01,,AL YAUMA,AL YAUMA,006030,000000,15  RUE des Coteaux  ,37370,Saint-Paterne-Racan,,0,A
W372003696,,1994-12-28,,ASSOCIATION YOGA,ASSOCIATION YOGA,011120,000000,Mairie Salle Gabriel      30 rue de la gare,37370,Saint-Paterne-Racan,,0,A
W372003697,,1995-02-01,,UNION COMMERCIALE DE L'ESCOTAIS,UNION COMMERCIALE DE L'ESCOTAIS,022535,030005,La Roche Racan      Auberge de l'escotais,37370,Saint-Paterne-Racan,,0,A
W372003698,,1995-05-17,,'LES CHEVALIERS DE L'ONDE','LES CHEVALIERS DE L'ONDE',030000,030000,"""le Passe Temps""      ",37370,Saint-Paterne-Racan,,0,A
W372003699,,1995-08-02,2007-12-06,RESEAU MULTI SERVICES,RESEAU MULTI SERVICES,019020,000000,1 bis   RUE de la Benardière  ,37370,Saint-Paterne-Racan,,0,D
W372003700,,1997-08-16,,'AWEN','AWEN',006030,006045,Le Passe-Temps      ,37370,Saint-Paterne-Racan,,0,A
W372003701,,,,BADMINTON CLUB DE SAINT-PATERNE-RACAN -(B.C.S.P..R),BADMINTON CLUB DE SAINT-PATERNE-RAC...,011165,000000,vitray      ,37370,Saint-Paterne-Racan,,0,A
W372003702,,2003-11-01,,CHASSE A TIR EN FORET D'AMBOISE,CHASSE A TIR EN FORET D'AMBOISE,013005,000000,ASP TECHNOLOGIES    Le Vigneau  Le Vigneau,37370,Saint-Paterne-Racan,,0,A
W372003703,,2003-12-13,,SOUTIEN AUX LOCATAIRES RURAUX,SOUTIEN AUX LOCATAIRES RURAUX,024035,000000,Le Bois du Clos      ,37370,Saint-Paterne-Racan,,0,A
W372003704,,,2011-05-17,RESTAURANT SCOLAIRE DE SAINT-PATERNE-RACAN,RESTAURANT SCOLAIRE DE SAINT-PATERN...,014000,015005,RUE Anatole France  Restaurant scolaire,37370,Saint-Paterne-Racan,,0,D
W372003705,,,,LES AMIS DE LA CLARTE DIEU (ALCD),LES AMIS DE LA CLARTE DIEU (ALCD),014000,000000,11  AV du Mans  ,72500,Dissay-sous-Courcillon,,0,A
W372003706,,1958-08-26,,ETOILE SPORTIVE DE SOUVIGNE,ETOILE SPORTIVE DE SOUVIGNE,011005,000000,Mairie de Souvigné   RUE de la Mairie  ,37330,Souvigné,,0,A
W372003707,,1976-01-29,,CANTINE SCOLAIRE,CANTINE SCOLAIRE,022510,000000,École Publique      ,37330,Souvigné,,0,A
W372003708,,1979-03-09,,AMICALE SOUVIGNAISE,AMICALE SOUVIGNAISE,006000,000000,Mairie      ,37330,Souvigné,,0,A
W372003709,,1985-09-04,,ASSOCIATION 'L'AULNAY' LES AMIS DE LA NATURE,ASSOCIATION 'L'AULNAY' LES AMIS ...,010015,000000,L'Aulnay Marais      ,37330,Souvigné,,0,A
W372003710,,1987-07-08,,COMITE DES FETES DE SOUVIGNE,COMITE DES FETES DE SOUVIGNE,009030,000000,Mairie 1  RUE de la Mairie  ,37330,Souvigné,,0,A
W372003711,,1989-01-18,,"AIDE AUX PERSONNES AGEES, SERVICE RETRAITE, BIENFAISANCE","AIDE AUX PERSONNES AGEES, SERVICE R...",040000,000000,La Joignière      ,37330,Souvigné,,0,A
W372003712,,2000-05-13,,ASSOCIATION CYNEGETIQUE DE LA ROCHEDAIN,ASSOCIATION CYNEGETIQUE DE LA ROCHE...,013005,000000,La Boite      ,37330,Souvigné,,0,A
W372003713,,2002-06-22,2009-01-23,LO BLOCK,LO BLOCK,014000,000000,7  PL du 11 Novembre  ,37330,Souvigné,,0,D
W372003714,,2003-10-18,,COOL CAR 37,COOL CAR 37,007025,007000,14  RUE de la Marnière  ,37330,Souvigné,,0,A
W372003715,,,,LIBENFANT,LIBENFANT,020000,000000,Lieu dit : CHAMPART      ,37330,Souvigné,,0,A
W372003716,,1994-06-15,,LES CHIENS FOUS,LES CHIENS FOUS,006020,000000,La Pérrée      ,37330,Souvigné,,0,A
W372003717,,1954-01-08,,ASSOCIATION DES CHASSEURS DE SOUVIGNY-DE-TOURAINE,ASS DES CHASSEURS DE SOUVIGNY-DE-TO...,013005,000000,Mairie      ,37530,Souvigny-de-Touraine,,0,A
W372003718,,1977-10-20,,COMITE DES FETES DE SOUVIGNY DE TOURAINE,COMITE DES FETES DE SOUVIGNY DE TOU...,023040,000000,PL du Général de Gaulle  ,37530,Souvigny-de-Touraine,,0,A
W372003719,,1981-08-19,,CLUB DE L'AMITIE DE SOUVIGNY DE TOURAINE,CLUB DE L'AMITIE DE SOUVIGNY DE TO...,023000,000000,la Pêcherie   RTE de Vallières  ,37530,Souvigny-de-Touraine,,0,A
W372003720,,2001-08-25,,ASSOCIATION DES PARENTS D'ELEVES SOUVIGNY/SAINT REGLE,A.P.E. SOUVIGNY SAINT-REGLE,015005,000000,Mairie de Souvigny de Touraine 1  RUE Nationale  ,37530,Souvigny-de-Touraine,,0,A
W372003721,,2001-09-22,2009-02-01,ASSOCIATION POUR LES DROITS ET LA SECURITE DE L'ENFANT - LES AMIS D'ARTHUR - A.D.S.E-,ASSOCIATION POUR LES DROITS ET LA S...,019005,000000,6  RUE Balzac  ,37530,Souvigny-de-Touraine,,0,D
W372003722,,2001-12-15,2007-10-03,ASSOCIATION DE L'ECOLE DES TROMPES D'AMBOISE,ASSOCIATION DE L'ECOLE DES TROMPES...,006030,000000,La Bertinière       ,37530,Souvigny-de-Touraine,,0,D
W372003723,,1971-05-12,,COMITE DES FETES DE SUBLAINES,COMITE DES FETES DE SUBLAINES,023040,000000,Mairie de Sublaines 2  RUE du 8 mai 1945  ,37310,Sublaines,,0,A
W372003724,,1946-04-03,2014-06-01,AMICALE DES ANCIENS ELEVES DE TRUYES,AMICALE DES ANCIENS ELEVES DE TRUYES,015070,000000,mairie      ,37320,Truyes,,0,D
W372003725,,1947-04-17,2008-12-21,LA DANDINETTE DE TRUYES CORMERY,LA DANDINETTE DE TRUYES CORMERY,013010,000000,Mairie 28  RUE du clocher  ,37320,Truyes,,0,D
W372003726,,1969-12-28,,ASSOCIATION LOCALE FÉDÉRÉE DE UNC TRUYES-CORMERY,UNC 37 TRUYES-CORMERY,038105,000000,Mairie      ,37320,Truyes,,0,A
W372003727,,1974-03-22,,FISONS LOISIRS ATHLETIQUE ET CULTUREL,FISONS LOISIRS ATHLETIQUE ET CULTUREL,011000,007000,La Galboisière b.p 29      ,37700,Saint-Pierre-des-Corps,,0,A
W372003728,,1978-02-01,,TRUYES JUDO CLUB,TRUYES JUDO CLUB,011145,000000,Mairie      ,37320,Truyes,,0,A
W372003729,,1978-03-01,,ASSOCIATION DE GYMNASTIQUE VOLONTAIRE DE TRUYES,ASSOCIATION DE GYMNASTIQUE VOLONTAI...,011105,000000,Mairie      ,37320,Truyes,,0,A
W372003730,,1978-03-22,,CLUB DES BONS VIVANTS,CLUB DES BONS VIVANTS,009040,000000,mairie  ,37320,Truyes,,0,A
W372003731,,1982-06-17,,TRUYES CORMERY TENNIS CLUB,TENNIS-CLUB DE TRUYES,011165,000000,Mairie   RUE DU CLOCHER  ,37320,Truyes,,0,A
W372003732,,1987-07-15,,UNION SPORTIVE DE L'ENSEIGNEMENT DU PREMIER DEGRE DE L'ECOLE PUBLIQUE DE TRUYES JUNIORS,UNION SPORTIVE DE L'ENSEIGNEMENT D...,009025,000000,École Publique      ,37320,Truyes,,0,A
W372003733,,2003-09-04,2017-01-20,TERRA CERAMICA 'ARTS ET MEDIATIONS,TERRA CERAMICA 'ARTS ET MEDIATIONS..,006000,000000,18  IMP du placier  ,37300,Joué-lès-Tours,,0,D
W372003734,,1989-04-26,,TOURAINE FRANCE ALZHEIMER 37,TOURAINE FRANCE ALZHEIMER 37,017000,017130,9  RUE Raymond Poincaré  ,37100,Tours,,0,A
W372003735,,1992-02-19,,ASSOCIATION SPORTIVE REIGNOISE,ASSOCIATION SPORTIVE REIGNOISE,011000,000000,Chez Mr GEORGIADIS 5  ALL des Genevriers  ,37320,Truyes,,0,A
W372003736,,1990-05-23,,BIBLIOTHEQUE DE TRUYES,BIBLIOTHEQUE DE TRUYES,006005,006010,29  RUE du CLOCHER  ,37320,Truyes,,0,A
W372003737,,1992-05-06,,VALLEE VERTE EVASION,VALLEE VERTE EVASION,011180,000000,Mairie      ,37320,Truyes,,0,A
W372003738,,1992-11-25,,TOURAINE C.B. (TCB),TOURAINE C.B. (TCB),005010,000000,Mairie      ,37320,Truyes,,0,A
W372003739,,1993-04-21,,TRUYES ENVIRONNEMENT,TRUYES ENVIRONNEMENT,024000,000000,30  ALL des Sapins  ,37320,Truyes,,0,A
W372003740,,1993-07-07,2011-01-17,TRANSPORT SCOLAIRE ET LOISIRS DE TRUYES,TRANSPORT SCOLAIRE ET LOISIRS DE TR...,022543,000000,mairie      ,37320,Truyes,,0,D
W372003741,,1994-03-16,,PERLIMPINPIN - AMIS DES ARTS,PERLIMPINPIN - AMIS DES ARTS,006070,000000,Mairie      28 rue du clocher,37320,Truyes,,0,A
W372003742,,1994-12-21,,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE MATERNELLE ET PRIMAIRE DE TRUYES (APE TRUYES),A.P.E. TRUYES,015005,000000,Mairie 28  RUE du clocher  ,37320,Truyes,,0,A
W372003744,,1995-01-18,2010-11-29,ASS DE YOGA ET ASTROLOGIE (ADYA),ASS DE YOGA ET ASTROLOGIE (ADYA),011120,000000,mairie  ,37320,Truyes,,0,D
W372003745,,1995-02-01,,ASSOCIATION SPORTIVE ARC EN CIEL,ASSOCIATION SPORTIVE ARC EN CIEL,011018,000000,Hameau de l'Arc en Ciel foyer d'herb      Et de soins - route de bordebure,37320,Truyes,,0,A
W372003746,,1995-11-15,,TROUPE THEATRALE :LES PATAPOILS,TROUPE THEATRALE :LES PATAPOILS,006070,000000,Mairie      ,37320,Truyes,,0,A
W372003747,,1996-05-08,,ASSOCIATION POUR LES JEUNES DE TRUYES (A.J.T.),ASSOCIATION POUR LES JEUNES DE TRUY...,018010,000000,Mairie      ,37320,Truyes,,0,A
W372003748,,1997-08-23,,ASSOCIATION CECILE,ASSOCIATION CECILE,021020,000000,Le Verger d'Or      7 rue de Veaugaudet,37320,Truyes,,0,A
W372003749,,1998-09-05,,'MOTOCOX','MOTOCOX',011160,000000,18  ALL clos Paradis  Chez mr thierry besnier,37320,Truyes,,0,A
W372003750,,2000-07-15,,LES PASSIONNES TOURANGEAUX,LES PASSIONNES TOURANGEAUX,007025,000000,Mairie      ,37320,Truyes,,0,A
W372003751,,2002-10-26,2022-11-03,COMITE DU MUSEE AGRICOLE,COMITE DU MUSEE AGRICOLE,024035,000000,Mairie      ,37320,Truyes,,0,D
W372003752,,2003-08-02,,SAMPARC,SAMPARC,014000,020000,Mairie      28 Rue du clocher,37320,Truyes,,0,A
W372003753,,2003-10-18,2021-02-16,TRUYES MOTO CLUB,TRUYES MOTO CLUB,011000,000000,5  ALL des Genevriers  ,37320,Truyes,,0,D
W372003754,,2004-10-16,,L'ALCHIMISTE THEATRE,L'ALCHIMISTE THEATRE,006000,011000,28  RUE du Clocher  ,37320,Truyes,,0,A
W372003755,,2005-03-26,,DECLIC DANSE CLUB,DECLIC DANSE CLUB,006040,000000,Déclic Danse Studio   RUE du clocher  ,37320,Truyes,,0,A
W372003756,,2005-08-06,,LA FETE DU COCHON A TRUYES,LA FETE DU COCHON A TRUYES,009030,000000,Mairie      rue du Clocher,37320,Truyes,,0,A
W372003757,,2005-10-29,,USEP P'TITS DROLES DE TRUYES,USEP P'TITS DROLES DE TRUYES,015075,000000,Ecole Maternelle      9 rue du Chateau Jouan,37320,Truyes,,0,A
W372003758,,1969-12-12,,LES AMIS DE L'ECOLE DE SAINT-REGLE,LES AMIS DE L'ECOLE DE SAINT-REGLE,015005,000000,Mairie      ,37530,Saint-Règle,,0,A
W372003759,,1982-07-25,,CLUB DE L'AMITIE DE SAINT-REGLE,CLUB DE L'AMITIE DE SAINT-REGLE,019000,021020,Mairie de Saint-Règle 2  PL Saint-Louis  ,37530,Saint-Règle,,0,A
W372003760,,1994-05-25,,'MUSIPHONIE','MUSIPHONIE',006030,000000,5  IMP des Thomeaux  ,37530,Saint-Règle,,0,A
W372003761,,1996-01-24,,"'AUPERA'  (AMIS, UTILISATEURS ET PERSONNELS DE RADIO-ACTIVE)","'AUPERA'  (AMIS, UTILISATEURS ET ...",005010,000000,14  RUE des Thomeaux  ,37530,Saint-Règle,,0,A
W372003762,,1999-12-18,,DELIRIUM ANIM,DELIRIUM ANIM,014000,000000,5  IMP des Thomeaux  ,37530,Saint-Règle,,0,A
W372003763,,,,FORMATIONCOM,FORMATIONCOM,015000,015000,59  AV de Grammont  ,37000,Tours,,0,A
W372003764,,1969-08-19,,COMITE DES FETES DE SAINT ROCH,COMITE DES FETES DE SAINT ROCH,007075,000000,Mairie de Saint-Roch 1  RUE Principale  ,37390,Saint-Roch,,0,A
W372003765,,1969-08-28,,ASSOCIATION SPORTIVE DE SAINT-ROCH,ASSOCIATION SPORTIVE DE SAINT-ROCH,011105,011005,Mairie 1   RUE Principale  ,37390,Saint-Roch,,0,A
W372003766,,1983-01-06,2010-11-10,ASSOCIATION HAMEAU ET CLOS DU CHENE-MORTIER RENAUD,ASSOCIATION HAMEAU ET CLOS DU CHENE...,006000,000000,Mairie      ,37390,Saint-Roch,,0,D
W372003767,,1985-08-21,,SAINT ROCH PETANQUE CLUB,SAINT ROCH PETANQUE CLUB,007005,000000,12   RUE des Mésanges  ,37390,Saint-Roch,,0,A
W372003768,,,,SONA PROD,SONA PROD,006000,006000,73  RTE de la Saintrie  ,37390,Notre-Dame-d'Oé,,0,A
W372003769,,1987-04-15,,ASSOCIATION RICHARD BORHINGER,ASSOCIATION RICHARD BORHINGER,011018,000000,15  RUE de l'Avenir  ,37390,Saint-Roch,,0,A
W372003770,,1987-07-01,,UNION SPORTIVE DE L'ENSEIGNEMENT DU PREMIER DEGRE DE L'ECOLE PUBLIQUE DE SAINT- ROCH,UNION SPORTIVE DE L'ENSEIGNEMENT D...,015000,000000,41  RUE Principale  ,37390,Saint-Roch,,0,A
W372003771,,1988-05-25,,ENTENTE ET LOISIRS,ENTENTE ET LOISIRS,007080,007075,Mairie      ,37390,Saint-Roch,,0,A
W372003772,,1989-07-26,,ASSOCIATION CLASSE DECOUVERTE DE SAINT-ROCH,ASSOCIATION CLASSE DECOUVERTE,015025,009020,8  RUE de la Baratterie  ,37390,Saint-Roch,,0,A
W372003773,,1990-09-05,,AMICALE DES RETRAITES DE SAINT ROCH,AMICALE DES RETRAITES DE SAINT ROCH,009040,000000,Mairie de Saint-Roch 1  RUE Principale  ,37390,Saint-Roch,,0,A
W372003774,,1996-01-17,,'K'ROCH VACANCES','K'ROCH VACANCES',009020,000000,Mairie      1 rue principale,37390,Saint-Roch,,0,A
W372003775,,1996-05-01,,DE ROCH A ROCK,DE ROCH A ROCK,006030,000000,15   Les Brosses  ,37390,Saint-Roch,,0,A
W372003776,,1999-03-20,2013-04-26,SAINT-ROCH ADOS,'SAINT-ROCH ADOS',009020,007080,mairie      ,37390,Saint-Roch,,0,D
W372003777,,,,SALSA TOURS,SALSA TOURS,006000,006000,10 A  ALL Vincent Van Gogh  ,37390,Chanceaux-sur-Choisille,http://www.salsa.fr,0,A
W372003778,,2001-12-01,,ASSOCIATION DE DEFENSE DES PROPRIETAIRES D'HABITATION TOURAINE LOGEMENT (A.D.P.H.T.L.),ASSOCIATION DE DEFENSE DES PROPRIET...,014000,000000,Mairie      1 rue principale,37390,Saint-Roch,,0,A
W372003779,,2003-11-15,,ALLO BRICO SERVICES,ALLO BRICO SERVICES,014000,020000,30  RUE des Brosses  ,37390,Saint-Roch,,0,A
W372003780,,2004-10-02,,5 ROCK DANSE,5 ROCK DANSE,006070,006040,11  RUE des Mésanges  ,37390,Chanceaux-sur-Choisille,,0,A
W372003781,,2004-10-23,,LOOPING 4 L,LOOPING 4 L,011000,011160,3  RUE du petit Pont  ,37530,Saint-Règle,,0,A
W372003782,,1977-06-25,,ASSOCIATION SPORTIVE DE SAUNAY,ASSOCIATION SPORTIVE DE SAUNAY,011400,000000,Mairie      ,37110,Saunay,,0,A
W372003783,,1988-12-14,,UNION SPORTIVE DE L'ENSEIGNEMENT DU PREMIER DEGRE DE L'ECOLE PUBLIQUE DE SAUNAY,USEP DE SAUNAY,011010,000000,École Publique de Saunay      ,37110,Saunay,,0,A
W372003785,,,,'L'ACCUEIL DE SAUNAY','L'ACCUEIL DE SAUNAY',019000,000000,Mairie      3 rue des tilleuls,37110,Saunay,,0,A
W372003786,,2001-10-13,,LES PASSERELLES,LES PASSERELLES,007000,000000,52  RUE Camille Mortier  ,37110,Saunay,,0,A
W372003788,,2001-06-23,,ASSOCIATION DES PARENTS D'ELEVES DE SAUNAY (A.P.E.S.),ASSOCIATION DES PARENTS D'ELEVES D...,015005,000000,18  RUE des Perruches  ,37110,Saunay,,0,A
W372003789,,2005-11-26,2006-10-17,COMITE DE DEFENSE DE L'ECOLE DE SAUNAY,COMITE DE DEFENSE DE L'ECOLE DE SA...,014000,024035,5 bis  RUE Camille Mortier  ,37110,Saunay,,0,D
W372003790,,,,FEDERATION FRANCAISE DES PECHES SPORTIVES (FFPS) COMMISSION CARPE REGION CENTRE-VAL DE LOIRE,F.F.P.S.,011190,011000,8  IMP de la Grille ,37210,Chançay,,0,A
W372003791,,1933-01-26,,L'ECHO DU LATHAN,L'ECHO DU LATHAN,006030,000000,Mairie      ,37340,Savigné-sur-Lathan,,0,A
W372003792,,1952-10-31,,SOCIETE AMICALE DES SAPEURS-POMPIERS DE SAVIGNE-SUR-LATHAN,SOCIETE AMICALE DES SAPEURS-POMPIER...,036000,036000,Mairie      ,37340,Savigné-sur-Lathan,,0,A
W372003793,,1973-05-02,,LES AMIS DU MUSEE DU SAVIGNEEN,LES AMIS DU MUSEE DU SAVIGNEEN,016050,006000,Musée du Savignéen      10 rue du Faubourg de la Rüe,37340,Savigné-sur-Lathan,,0,A
W372003794,,1977-02-26,2017-02-23,CLUB DU 3° AGE ENSEMBLE ET SOLIDAIRES UNRPA SAVIGNE-SUR-LATHAN,CLUB DU TROISIEME AGE DE L'U.N.R.P.A,021020,000000,mairie      ,37340,Savigné-sur-Lathan,,0,D
W372003795,,1978-03-08,,UNION SPORTIVE DU COLLEGE DE SAVIGNE SUR LATHAN,UNION SPORTIVE DU COLLEGE DE SAVIGN...,011400,000000,Collège      ,37340,Savigné-sur-Lathan,,0,A
W372003796,,1988-06-29,,ATHLETIC-CLUB DU LATHAN VETERANS,ATHLETIC-CLUB DU LATHAN VETERANS,007080,000000,Mairie de Savigné-sur-Lathan   PL Jacques Du Bellay  ,37340,Savigné-sur-Lathan,,0,A
W372003797,,1988-09-07,,LA BOULE SAVIGNEENNE,LA BOULE SAVIGNEENNE,011035,000000,12  AV d'Anjou  ,37340,Savigné-sur-Lathan,,0,A
W372003798,,1991-07-24,,GROUPEMENT DE DEFENSE DES PROPRIETAIRES ET LOCATAIRES DES COMMUNES DE SAVIGNE /LATHAN ET HOMMES,GROUPEMENT DE DEFENSE DES PROPRIETA...,014000,032520,Mairie      ,37340,Savigné-sur-Lathan,,0,A
W372003799,,1995-10-19,,ASSOCIATION DES PROPRIETAIRES DE LA SALONNIERE ET DES FERMES REUNIES,ASSOCIATION DES PROPRIETAIRES DE LA...,013005,000000,'la Huetterie'      ,37340,Savigné-sur-Lathan,,0,A
W372003800,,1996-01-24,2015-06-01,ASSOCIATION DES ANCIENS ELEVES DU COLLEGE DE SAVIGNE/LATHAN,ASSOCIATION DES ANCIENS ELEVES DU C...,015070,000000,Mairie      Place jacques du bellay,37340,Savigné-sur-Lathan,,0,D
W372003801,,1996-03-27,,ASSOCIATION SAVIGNE MAQUETTES,ASSOCIATION SAVIGNE MAQUETTES,007025,000000,Mairie      ,37340,Savigné-sur-Lathan,,0,A
W372003802,,1997-08-16,2015-12-09,FOYER SOCIO EDUCATIF DU COLLEGE BERNARD DE FONTENELLE DE SAVIGNE/  LATHAN,FOYER SOCIO EDUCATIF DU COLLEGE BER...,015000,000000,Collège Bernard de Fontenelle 12  AV de l'Anjou  ,37340,Savigné-sur-Lathan,,0,D
W372003803,,1998-01-31,2008-09-12,ASSOCIATION DES PARENTS INDEPENDANTS,ASSOCIATION DES PARENTS INDEPENDANTS,015000,000000,Mairie      Place du ballay,37340,Savigné-sur-Lathan,,0,D
W372003804,,2000-01-15,,TENNIS CLUB SAVIGNEEN,TENNIS CLUB SAVIGNEEN,011165,000000,Mairie      Place Jacques du Bellay,37340,Savigné-sur-Lathan,,0,A
W372003805,,2000-02-12,,VOLS EDUCATION INITIATION AUX LOISIRS LIBRES EOLIENS,VOLS EDUCATION INITIATION AUX LOISI...,011135,000000,Les Champs Marquis      ,37340,Savigné-sur-Lathan,,0,A
W372003806,,,,ARCHEO - AQUATIC - AVENTURE,ARCHEO - AQUATIC - AVENTURE,011095,000000,Les Raies      ,37340,Savigné-sur-Lathan,,0,A
W372003807,,2001-03-03,,MUSIKOS',MUSIKOS',006070,000000,Les Berneaux      ,37340,Savigné-sur-Lathan,,0,A
W372003808,,2001-07-21,2007-10-16,LES FESTIV'S DU LATHAN,LES FESTIV'S DU LATHAN,009030,000000,8   RTE de Courcelles  ,37340,Savigné-sur-Lathan,,0,D
W372003809,,2003-01-25,,AMICALE DES PERSONNELS DU COLLEGE BERNARD DE FONTENELLE DE SAVIGNE-SUR-LATHAN,AMICALE DES PERSONNELS DU COLLEGE,014000,000000,College Bernard de Fontenelle 12  AV de l'Anjou  ,37340,Savigné-sur-Lathan,,0,A
W372003810,,2005-08-06,2021-01-09,PENDUL'AIR,PENDUL'AIR,011000,011135,La Pessetière      ,37340,Savigné-sur-Lathan,,0,D
W372003811,,1993-01-27,,'SAMBA'A - ASSOCIATION DES GABONAIS DE TOURS,'SAMBA'A - ASSOCIATION DES GABONA...,015075,000000,78   RUE saint denis  ,37400,Amboise,,0,A
W372003812,,1954-12-31,,ASSOCIATION SPORTIVE DE VERETZ,ASSOCIATION SPORTIVE DE VERETZ,011105,011005,4  RUE de la Mercanterie  ,37270,Véretz,,0,A
